Player (ITTF ID),Position,Previous Position,Points,Month,Year
GANDHI Sarthak (117032),506,482,450,Jun,2019
GROVER Sudhanshu (117350),508,630,448,Jun,2019
SON Suk Hyun (132008),509,559,445,Jun,2019
KWAK Yu Bin (132696),509,561,445,Jun,2019
FRANCISCO Jose Pedro (122843),511,555,440,Jun,2019
GIARDI Federico (121073),512,556,438,Jun,2019
MA Jinbao ^^ (135745),513,625,437,Jun,2019
MCBEATH David (112284),514,488,435,Jun,2019
ZELJKO Filip (116680),514,855,435,Jun,2019
KANG Wi Hun (117800),516,492,430,Jun,2019
TENNILA Otto (113134),516,492,430,Jun,2019
AJULO Olakunle (100211),518,494,429,Jun,2019
KWAN Man Ho (115545),519,967,428,Jun,2019
VALENZUELA David (122683),520,608,425,Jun,2019
MEISSNER Cedric (133455),520,651,425,Jun,2019
HEN Shuainan ^^ (135675),520,755,425,Jun,2019
HO Jaejun (113391),520,,425,Jun,2019
KAPOLNEK Narayan (123281),524,537,421,Jun,2019
SODERLUND Hampus (112075),525,429,420,Jun,2019
VLASOV Grigory (109865),525,498,420,Jun,2019
RAMEEZ Muhammad (112677),525,499,420,Jun,2019
AHMED Moosa (100196),525,500,420,Jun,2019
AL-MOHANNADI Ahmad Khalil (137380),529,502,411,Jun,2019
BERARDI Mattia (113289),530,576,410,Jun,2019
BENITO Javier (114353),530,645,410,Jun,2019
GUSEV Arseniy (120848),532,504,406,Jun,2019
WANG Xinyang (136996),532,504,406,Jun,2019
WANG Shaobo (136995),532,504,406,Jun,2019
ABDULLAHI Abdulrahman (123121),532,504,406,Jun,2019
TIJANI Yusuff Adewale (123177),532,504,406,Jun,2019
AKANBI Rilwan (123128),532,504,406,Jun,2019
SHEN Zhesong (137540),532,504,406,Jun,2019
HASSAN Nurudeen (123153),532,504,406,Jun,2019
OMOTARA Ayo (123169),532,504,406,Jun,2019
OYETAYO Sola (123172),532,504,406,Jun,2019
SOLANKE Azeez (123175),532,504,406,Jun,2019
LIU Jialiang (136994),532,504,406,Jun,2019
AYANWALE Jamiu (133734),532,504,406,Jun,2019
OMEH Amadi (132026),532,504,406,Jun,2019
OGINI Olasunkanmi (120025),532,504,406,Jun,2019
OLADIRAN Joshua (120026),532,504,406,Jun,2019
LIU Jia (137546),532,504,406,Jun,2019
ANDRAS Csaba (123019),549,525,405,Jun,2019
LEHMANN Matthew (121097),549,709,405,Jun,2019
DOAN Ba Tuan Anh (115791),551,528,403,Jun,2019
HAPLYGIN Maxim (118890),551,650,403,Jun,2019
KODJABASHEV Denislav (112950),553,634,398,Jun,2019
PARK Gyeongtae (123976),554,969,397,Jun,2019
HEN Chun-Hsiang (121483),555,526,395,Jun,2019
ZHANG Kai ^ (122585),556,708,391,Jun,2019
AVI-TAL Omer (111509),557,532,390,Jun,2019
ALDMAISY Zeyad (114323),557,539,390,Jun,2019
KUCERA Stanislav (120266),559,540,388,Jun,2019
ABUSEV Artur (120314),560,529,385,Jun,2019
WETZEL Adrian (122674),560,824,385,Jun,2019
SHAMRUK Gleb (114976),562,541,384,Jun,2019
OGIDAN Kehinde (137146),563,542,383,Jun,2019
AUGUSTINE Emmanuel (133732),563,542,383,Jun,2019
OLANIYI Olawale (131824),563,542,383,Jun,2019
FAYELE David (123151),563,542,383,Jun,2019
ETIM Orok (133746),563,542,383,Jun,2019
AGBAJE Shamusi (137010),563,542,383,Jun,2019
FAGBAMILA Akinwale (118702),563,542,383,Jun,2019
RIOFRIO Emiliano (120896),563,551,383,Jun,2019
VILLEGAS Joaquin (113761),571,552,380,Jun,2019
RONDON Juan Damian (111017),571,552,380,Jun,2019
MONGIUSTI Mattias (132196),573,593,378,Jun,2019
PAPAGEORGIOU Konstantinos (107138),574,554,375,Jun,2019
TSAI Chun-Yu (121490),574,662,375,Jun,2019
MLADIN Paul (132217),574,733,375,Jun,2019
SEMENOV Andrey (115054),577,624,373,Jun,2019
RAMOS Julian (107707),578,557,370,Jun,2019
AL-MANDHARI Haitham (134816),578,558,370,Jun,2019
AMIRI NIA Soroosh (116748),578,855,370,Jun,2019
LEVAJAC Dimitrije (123192),578,855,370,Jun,2019
NORDBERG Hampus (106777),582,414,360,Jun,2019
WING Philip (121015),582,560,360,Jun,2019
LIU Yu (137287),582,561,360,Jun,2019
XU Chenhao (117343),582,561,360,Jun,2019
ASAZU Aoto (122387),582,561,360,Jun,2019
JUHASZ Patrik (123018),582,568,360,Jun,2019
FUJIMURA Tomoya (120232),588,570,355,Jun,2019
SANCHI Francisco (117530),589,571,350,Jun,2019
SILVA Diogo (108671),589,572,350,Jun,2019
GACEV Aleksa (123204),591,863,345,Jun,2019
BELKADI Aissa (101031),592,577,343,Jun,2019
HUANG Yan-Cheng (124572),593,,340,Jun,2019
OH Minseo (122764),593,,340,Jun,2019
ZHANG Haipu (137549),595,580,339,Jun,2019
TORRES Derek ^^ (135787),596,581,336,Jun,2019
ISAKOV Ilya (120771),597,638,335,Jun,2019
RUKLIATSOU Uladzislau (122679),598,583,331,Jun,2019
SUN Wen (137733),599,584,330,Jun,2019
KISELEV Maksim (120864),600,585,323,Jun,2019
LOCKWARD Mariano (122537),601,588,320,Jun,2019
RASOLOMALALA Rado (132838),601,589,320,Jun,2019
VAHNISH Jacobo (122894),601,808,320,Jun,2019
RUIZ Romain (116641),601,808,320,Jun,2019
IPIN Filip (112451),605,713,318,Jun,2019
GHAZAL Qudus (137013),606,591,316,Jun,2019
LUPULESKU Lorencio (110819),607,906,313,Jun,2019
WIKKRAMARATHNA Rashmika Krishan (134137),608,594,310,Jun,2019
MORAZAN Alfredo (123375),608,594,310,Jun,2019
MILLAN Angelo (123572),608,594,310,Jun,2019
BRYAN Nigel (114389),608,594,310,Jun,2019
KONSTANTINOPOULOS Giorgos (114028),608,660,310,Jun,2019
GIROD Dorian (131676),608,666,310,Jun,2019
WYKES Jordan (122165),614,599,308,Jun,2019
WU Jiaji ^ (117330),615,600,305,Jun,2019
GUL Ali Afsin (131483),615,601,305,Jun,2019
PETKOV Marko (111828),615,601,305,Jun,2019
ALEXANDROV Teodor (112952),618,603,303,Jun,2019
YEUNG Terence (121166),619,604,301,Jun,2019
KORIYAMA Hokuto (123846),620,347,300,Jun,2019
HUANG Chien-Tu (119603),620,443,300,Jun,2019
MABEY Samuel (118838),620,605,300,Jun,2019
KIPPEL Viggo (120096),620,606,300,Jun,2019
OEHME Benno (136567),620,863,300,Jun,2019
SURAVAJJULA Snehit (123680),620,,300,Jun,2019
PANAGITGUN Yanapong (120937),626,582,295,Jun,2019
BERNADET Antoine (120282),626,607,295,Jun,2019
PINHO Diogo (107429),626,608,295,Jun,2019
KONSTANTINOPOULOS Konstantinos (114027),626,610,295,Jun,2019
RASSENFOSSE Adrien (123659),626,691,295,Jun,2019
ELETU Taiwo (137076),631,611,293,Jun,2019
ABIOLA Kaminu Ademola (123125),631,611,293,Jun,2019
AYODELE Idowu (137077),631,611,293,Jun,2019
OLORUNTADE Adeola (123168),631,611,293,Jun,2019
OLADELE Kehinde (123165),631,611,293,Jun,2019
ADENIYI Kazeem (100126),631,611,293,Jun,2019
HANDRA Jeet (123386),637,883,290,Jun,2019
MARTINEZ Guillermo (117001),638,623,288,Jun,2019
ORAC Daniel (121871),638,694,288,Jun,2019
SORIA Javier (122277),640,628,280,Jun,2019
ROSSI Carlo (120285),640,913,280,Jun,2019
KANOYA Ryohei (123262),642,629,279,Jun,2019
HWANG Jinha (133699),643,1018,275,Jun,2019
KANG Dongsoo (120845),643,1018,275,Jun,2019
RO Hyon Song (132238),645,973,271,Jun,2019
SWARTENBROUCKX Gaetan (121510),646,632,270,Jun,2019
THIMON Jonathan (123568),646,632,270,Jun,2019
TODOROV Stefan (121682),648,635,265,Jun,2019
OMELIAU David (123660),648,735,265,Jun,2019
PARK Minjun (133706),648,735,265,Jun,2019
TAZOE Hibiki (136114),651,363,255,Jun,2019
KIM Jangwon (123974),651,611,255,Jun,2019
DINH Quang Linh (102272),651,637,255,Jun,2019
JAIN Payas (131917),651,756,255,Jun,2019
VETKO Tilen (120157),651,,255,Jun,2019
FENG Yijun (119021),656,627,250,Jun,2019
NUNEZ Miguel (131782),656,638,250,Jun,2019
SPELBUS Alin (114719),656,773,250,Jun,2019
ATSUYA Takeshi (119257),659,640,249,Jun,2019
RADOVIC Filip (119579),660,778,248,Jun,2019
ZELINKA Jakub (121869),661,908,246,Jun,2019
HAVEZ Johan (115141),662,735,245,Jun,2019
REBETEZ Yoan (131845),662,735,245,Jun,2019
BEN-ARI Aviv (121060),664,642,243,Jun,2019
NADOLNYY Yuriy (122367),664,1085,243,Jun,2019
PURKANI Luki Muhammad (131896),666,636,240,Jun,2019
KRASTEV Petyo (114005),666,643,240,Jun,2019
ATHCART Owen (122642),666,644,240,Jun,2019
LAVERGNE Paul (105098),666,646,240,Jun,2019
HIN Wen Jie (132193),666,646,240,Jun,2019
AL BALUSHI Muhannad (132462),671,649,235,Jun,2019
BURGOS Nicolas (133441),671,,235,Jun,2019
AKERSTROM Fabian (100217),671,,235,Jun,2019
HUA Josh Shao Han (133850),674,754,230,Jun,2019
HRISTONOV Hristo (115541),675,652,229,Jun,2019
YESSI Ilyes (137331),676,653,228,Jun,2019
VAINULA Vallot (109691),677,489,225,Jun,2019
KAKITSUKA Masato (117354),677,656,225,Jun,2019
MATKOVIC Luka (122631),677,657,225,Jun,2019
MEDINA Jan (113509),677,658,225,Jun,2019
AITAHUNOV Abdyljan (144107),677,661,225,Jun,2019
EKIC Irfan (113446),677,662,225,Jun,2019
GAVILAN Axel (111730),677,662,225,Jun,2019
HEAIB Dauud (120133),677,665,225,Jun,2019
HOJNOWSKI Patryk (101781),677,667,225,Jun,2019
SMIRNOV Aleksandr (108779),677,668,225,Jun,2019
URSU Vladislav (122320),677,669,225,Jun,2019
HETHERINGTON Matthew (103585),677,670,225,Jun,2019
GHOSH Arjun (121912),689,491,223,Jun,2019
TAFFE Yanick (133016),689,787,223,Jun,2019
KENZHIGULOV Aidos (131150),689,918,223,Jun,2019
ALRAISI Asad (132918),692,671,220,Jun,2019
SAI Linwei (135674),692,671,220,Jun,2019
XIANG Peng (135888),692,671,220,Jun,2019
YU Heyi (133828),692,671,220,Jun,2019
ALBALOOSHI Abdulla (116709),692,676,220,Jun,2019
SAGYNDYKOV Talgat (112302),692,676,220,Jun,2019
SHRESTHA Santoo (132915),692,676,220,Jun,2019
MAJSTOROVIC Ilija (114874),692,855,220,Jun,2019
KATIC Ivor (114985),692,855,220,Jun,2019
SHIMOYAMA Yuki (137784),701,679,219,Jun,2019
SARSEMBAYEV Dias (115924),702,682,218,Jun,2019
KREANGA Kalinikos (104892),702,683,218,Jun,2019
HOUAIEB Dawoud (137356),704,684,216,Jun,2019
TEJADA Abit (132114),704,684,216,Jun,2019
UEZU Koji (122021),704,684,216,Jun,2019
BOURBEH Arbi (137323),704,684,216,Jun,2019
BRAT Adam (116551),704,961,216,Jun,2019
ISSA Victor (117864),709,689,215,Jun,2019
DAISH Matthew (135656),709,,215,Jun,2019
DOOKRAM Yuvraaj (124253),711,690,213,Jun,2019
REPULJA Bojan (111827),712,877,210,Jun,2019
DE LAS HERAS Rafael (133042),713,692,205,Jun,2019
HUBERTY Dennis (132214),713,883,205,Jun,2019
SANDSTROM Per (131123),715,538,203,Jun,2019
DILLING Andreas (120099),715,693,203,Jun,2019
VILLANUEVA Nelson (121953),715,694,203,Jun,2019
DE SAINTILAN Mathieu (134439),715,694,203,Jun,2019
HIDALGO Rodrigo (122607),719,700,200,Jun,2019
MERZLIKIN Taras (106062),719,700,200,Jun,2019
JEAN Lauric (104087),721,703,195,Jun,2019
FRIIS Martin (122043),721,704,195,Jun,2019
BEH Kun Ting (123578),721,985,195,Jun,2019
STRUGAREVIC Nikola (121711),721,,195,Jun,2019
AL-DHUBHANI Muneer (113400),725,705,194,Jun,2019
SEO Hongchan (133577),726,1018,190,Jun,2019
MURAI Kei (137786),727,710,189,Jun,2019
LI Jian ^^ (132554),727,710,189,Jun,2019
REINHOLDS Arturs (107791),729,534,188,Jun,2019
TOMLINSON Simon (113839),730,714,186,Jun,2019
FARLEY Kevin (102680),730,715,186,Jun,2019
JU Mingwei ^^ (135749),730,715,186,Jun,2019
MANOLE Alexandru (118847),733,1046,185,Jun,2019
WATSON Kane (110035),734,722,183,Jun,2019
HUMPHREYS Curtis (103778),734,723,183,Jun,2019
DELEPINE Samuel ^^ (134405),734,723,183,Jun,2019
TAO Wenzhang ^^ (117340),737,700,180,Jun,2019
ZANDECKI Jan (123905),737,730,180,Jun,2019
LULU Ham (105604),737,731,180,Jun,2019
TAUCOORY Rhikesh (109290),737,731,180,Jun,2019
MUTYGULLIN Ramil (113130),737,733,180,Jun,2019
LEE Gihun (133839),737,735,180,Jun,2019
XIA Yizheng (122804),737,735,180,Jun,2019
KLEPRLIK Jakub (104690),737,735,180,Jun,2019
KOSOLOSKY Olav (123560),737,735,180,Jun,2019
LAWSON-GAIZER Fessou (105109),737,735,180,Jun,2019
REUSEAU Nicolas (118491),737,735,180,Jun,2019
ENDO Ryoma (137723),737,735,180,Jun,2019
PARK Changgeon (137726),737,735,180,Jun,2019
KULCZYCKI Samuel (121031),737,735,180,Jun,2019
GIRALDO Juan (113734),737,735,180,Jun,2019
HEN Baiyu ^^ (124397),752,750,176,Jun,2019
DIELISSEN Marc (102245),753,751,175,Jun,2019
AYUSO Angel (133033),753,751,175,Jun,2019
MAVOUNGOU Benoit (105955),753,753,175,Jun,2019
TAN Lucas (122546),753,907,175,Jun,2019
SALLAH DUSE Maurice (108209),757,756,170,Jun,2019
LEVCHENKO Gennadiy (123080),757,756,170,Jun,2019
AL-HASAN Ibrahem (100291),757,756,170,Jun,2019
AL-BALHAN Jaber (116737),757,756,170,Jun,2019
AL-HASAN Salem (110965),757,756,170,Jun,2019
HAN Qiyao ^^ (143754),757,756,170,Jun,2019
MORATO Adrian (116636),757,756,170,Jun,2019
ALMUGHANNE Fahed (100329),757,756,170,Jun,2019
EL HAKIM Rock (115722),757,756,170,Jun,2019
AL-SADA Abdulla (100352),757,756,170,Jun,2019
ALAWLAQI Ahmed (100189),757,756,170,Jun,2019
FLORITZ Philipp ^^ (113251),757,756,170,Jun,2019
AL-HAJAJI Abdulaziz (118947),757,756,170,Jun,2019
ALRASHIDI Marzooq (116703),757,756,170,Jun,2019
YU Zong Jun Gerald (123577),757,1085,170,Jun,2019
LI Hsin-Yu (132820),757,,170,Jun,2019
TAI Ming-Wei (122724),757,,170,Jun,2019
JUNG Younghun (124221),757,,170,Jun,2019
PARK Jeongwoo (115561),757,,170,Jun,2019
SHAH Manush Utpalbhai (131879),757,,170,Jun,2019
HEON Minhyuck (114485),757,,170,Jun,2019
STANOJKOVSKI Kristijan (114733),778,772,167,Jun,2019
SRIRAM Sushmit (117031),779,445,166,Jun,2019
SHINOZUKA Hiroto (134442),780,774,165,Jun,2019
ZENG Beixun (135919),780,774,165,Jun,2019
QUAN Kaiyuan (135886),780,774,165,Jun,2019
ULFARSSON Magnus (124132),783,575,163,Jun,2019
BEN YAHIA Kerem (116916),783,777,163,Jun,2019
ANSARI Mahammad Ibrahim (135258),783,779,163,Jun,2019
ALLEYNE Joel (123090),786,780,160,Jun,2019
PALOU Pablo (131861),786,780,160,Jun,2019
MAHMUTI Kreshnik (134000),786,782,160,Jun,2019
YU Di ^^ (132571),789,783,159,Jun,2019
TOKUSHIMA Tsuyoshi (137785),789,783,159,Jun,2019
SKUCAS Matas (112413),791,785,158,Jun,2019
LABANAU Andrei (119127),791,787,158,Jun,2019
GERASSIMENKO Alexandr (111592),791,787,158,Jun,2019
LIMONOV Anton (124147),791,787,158,Jun,2019
ALBLOOSHI Essa (131380),791,791,158,Jun,2019
JARGALSAIKHAN Munkhzorig (114624),791,791,158,Jun,2019
GUBRAN Fahd (103288),791,791,158,Jun,2019
MYANDAL Temuulen (124260),791,791,158,Jun,2019
NAVEDO Jose ^^ (132663),799,795,156,Jun,2019
HEN Bowen ^^ (121190),799,795,156,Jun,2019
WANG Jinxin ^ (132547),799,795,156,Jun,2019
LIU Dan ^ (121226),799,795,156,Jun,2019
XU Kaden (137800),799,795,156,Jun,2019
LAFFINEUR Louis (131756),804,920,155,Jun,2019
KARABAXHAK Fatih (133999),805,800,154,Jun,2019
VICTORIN Christian ^^ (134406),806,801,153,Jun,2019
LEIBOVITZ Tahl (105233),806,802,153,Jun,2019
JAMES Jermaine (119416),806,802,153,Jun,2019
ZAVADSKYI Ihor (136126),806,802,153,Jun,2019
GRAIGNON Maxime (137636),806,802,153,Jun,2019
MARSH Christopher (105854),806,802,153,Jun,2019
ECHEVARRIA Sebastian (121435),812,807,151,Jun,2019
ANDERSEN Martin (131176),813,808,150,Jun,2019
HJORT Anton ^^ (135832),813,808,150,Jun,2019
JANG Hanjae (132804),813,808,150,Jun,2019
KRASKOVSKII Aleksandr (120117),813,808,150,Jun,2019
VILARDELL Albert (131723),813,808,150,Jun,2019
LEGUISTIN Enzo (135025),813,808,150,Jun,2019
SOINE Samuli (108826),813,808,150,Jun,2019
RUIZ Francisco Miguel (122276),813,808,150,Jun,2019
MORO Alberto (123504),813,808,150,Jun,2019
SANCHEZ Alfredo (134095),813,808,150,Jun,2019
GUTIERREZ Marc (131779),813,808,150,Jun,2019
SANTOMAURO Fabio (108293),813,808,150,Jun,2019
KARTUZOVS Olegs (104393),813,823,150,Jun,2019
GARYAGDYYEV Emir (143592),813,825,150,Jun,2019
KOSTOVSKI Petar (135460),813,826,150,Jun,2019
RADULOVIC Filip (124140),813,827,150,Jun,2019
MOLINO MOSANTU Spc (143691),813,828,150,Jun,2019
KOUADJO Yann Emmanuel (120788),813,829,150,Jun,2019
GYKA Ergie (143689),813,830,150,Jun,2019
MOUMJOGHLIAN Avo (106394),813,831,150,Jun,2019
KHANIYA Binesh (119928),813,832,150,Jun,2019
MAHARJAN Sunil (144214),813,833,150,Jun,2019
HANG Hoi Wa (111091),813,834,150,Jun,2019
NATIVEL Jonathan (118983),813,835,150,Jun,2019
JIMENEZ Jair (121291),813,836,150,Jun,2019
TAPIA Rodrigo (113536),813,837,150,Jun,2019
ZAHOOR Faizan (132122),813,838,150,Jun,2019
AMERON Niall (101459),813,839,150,Jun,2019
HASHIMLI Khayal (117843),813,840,150,Jun,2019
IVARSSON Birgir (135270),813,841,150,Jun,2019
REINHOLDS Dainis (107792),813,842,150,Jun,2019
AHMEDOV Rashid (100199),813,843,150,Jun,2019
MORRISON Calum (124143),813,844,150,Jun,2019
AHMEDOV Ravil (113658),813,845,150,Jun,2019
MAGUIRE Gavin (112663),813,845,150,Jun,2019
ALICIC Armin (115801),813,847,150,Jun,2019
BOCCARD Sam (133352),813,935,150,Jun,2019
BARIUS Johan (131124),813,,150,Jun,2019
MA Victor (116470),851,848,146,Jun,2019
IOCIU Traian (101847),852,849,145,Jun,2019
IAKUPBAEV Alisher (103826),853,850,140,Jun,2019
MALLA Amar (100510),853,850,140,Jun,2019
LE Dingh Duc ^^ (137298),853,850,140,Jun,2019
BARDET Lilian (122002),856,578,138,Jun,2019
POPOVIC Marko (118690),856,1085,138,Jun,2019
NAGY Krisztian (106542),858,853,135,Jun,2019
TIMAFALVI Gergo (121862),858,854,135,Jun,2019
DO Phuong Nam (113325),858,855,135,Jun,2019
BOTH Oliver (123017),858,855,135,Jun,2019
TYMOFIEIEV Oleksandr (117880),858,855,135,Jun,2019
HO Eonrae (101747),863,437,132,Jun,2019
GUERRICABEITIA Jon Ander (133034),864,863,130,Jun,2019
TOMA Danilo (112176),864,863,130,Jun,2019
PETER Ingemar (114712),864,,130,Jun,2019
ALVARADO Matias (144750),864,,130,Jun,2019
BAN Ivor (122982),864,,130,Jun,2019
MARINKOVIC Nikola (120251),864,,130,Jun,2019
UNDY Dean (121532),864,,130,Jun,2019
NEUMANN Layan (134774),864,,130,Jun,2019
PERCAN KINDBLAD Willhelm ^^ (135434),864,,130,Jun,2019
NIU Jiang ^^ (135804),873,867,129,Jun,2019
BU Alexander (119033),873,868,129,Jun,2019
NARANJO Angel (131446),875,869,126,Jun,2019
FUJIKI Shoji (137783),875,869,126,Jun,2019
TRAN Michael Minh (119508),875,869,126,Jun,2019
KITAGUCHI Daisuke ^^ (134454),875,869,126,Jun,2019
TORRES Jabdiel (135305),875,869,126,Jun,2019
BRYAND Joris (137787),875,869,126,Jun,2019
RINIOTIS Anastasios (107893),881,876,125,Jun,2019
ASTRO Lidney ^^ (101537),882,878,123,Jun,2019
YOU Jie (137794),882,878,123,Jun,2019
DUBINA Samson (102399),882,878,123,Jun,2019
XU Tommy (123595),882,878,123,Jun,2019
SICARD Luc (123743),882,878,123,Jun,2019
MORADABBASI Pedram ^ (131195),887,869,120,Jun,2019
VETVIK Finn (131217),887,883,120,Jun,2019
OCONNOR Miikka (114020),887,883,120,Jun,2019
ANDERSSON Anton (134650),887,883,120,Jun,2019
WANG Yimu ^^ (137628),887,883,120,Jun,2019
JANG Seongil (132172),887,883,120,Jun,2019
OSIRO Pedro (131673),887,883,120,Jun,2019
HAUKEDALEN Anders (137500),887,883,120,Jun,2019
WANGGREN Albin (137262),887,883,120,Jun,2019
JORMANAINEN Jani (104214),887,883,120,Jun,2019
SHEVNIN Semen (134848),887,883,120,Jun,2019
HRISTENSEN Thor (131406),887,883,120,Jun,2019
NETTARP Bruno (133310),887,883,120,Jun,2019
LINDMAE Erik (114017),887,883,120,Jun,2019
SOINE Toni (108827),887,883,120,Jun,2019
VALERO Javier (123830),887,883,120,Jun,2019
KENZHIGULOV Dastan (123230),887,883,120,Jun,2019
VALASTI Veeti (131197),887,883,120,Jun,2019
LILLO Alberto (123829),887,883,120,Jun,2019
FLAOIEN Jonas (137499),887,883,120,Jun,2019
VANNUCCI Marco (109746),887,883,120,Jun,2019
ROSEN Ture (137730),887,883,120,Jun,2019
ROZHKOV Mikhail (134846),909,910,113,Jun,2019
PECH Seth (116080),909,910,113,Jun,2019
OLUYOMI Salako (120885),911,912,111,Jun,2019
MIRALMASI Amin (110959),912,526,110,Jun,2019
SEDUVEM Joao (114358),912,913,110,Jun,2019
HEN Yung-Hsun (137851),912,913,110,Jun,2019
VEGA Luis (144749),912,,110,Jun,2019
SANGLERTSILPACHAI Thyme (123874),916,993,100,Jun,2019
HENG Hao-Huan (136628),916,1047,100,Jun,2019
KIM Munsu (135371),916,1047,100,Jun,2019
BHAGWANI Deepash (122307),919,909,93,Jun,2019
KOTOWSKI Tomasz (118846),919,917,93,Jun,2019
HEONG Chi Chon (134980),919,918,93,Jun,2019
KOSTADINOVIC Stefan (135304),919,1084,93,Jun,2019
FLEMMING Veikka (119169),923,631,90,Jun,2019
BERNER Sondre (124435),923,920,90,Jun,2019
MIETTINEN Esa (111935),923,920,90,Jun,2019
LAANE Lauri (105008),923,920,90,Jun,2019
BABSVIK Marlone (137729),923,920,90,Jun,2019
RISSANEN Patrik (119172),923,920,90,Jun,2019
PAE Mihkel (119159),923,920,90,Jun,2019
SINKEVYCH Bohdan (119261),923,920,90,Jun,2019
PONS Arnau (131724),923,920,90,Jun,2019
STEIF Noah (131440),923,920,90,Jun,2019
OJALA Matias (132289),923,920,90,Jun,2019
BLAD Samuel (137728),923,920,90,Jun,2019
PIHKALA Arttu (131196),923,920,90,Jun,2019
GRIXTI Gabriel (122182),936,933,86,Jun,2019
SAHA Sourav (108146),937,934,85,Jun,2019
SHOUMAN Mohamed (111887),937,935,85,Jun,2019
HERRANZ Gonzalo (123411),937,935,85,Jun,2019
BAILON Daniel (135651),937,935,85,Jun,2019
ELHAKEM Karim (121452),937,935,85,Jun,2019
GUPTA Utkarsh (115917),937,935,85,Jun,2019
KOTB Moatazbellah (123000),937,935,85,Jun,2019
SIKORSKI Jerzy Waclaw (144105),937,935,85,Jun,2019
ALVAREZ Moises (112756),937,935,85,Jun,2019
ZHAO Tianming ^^ (131717),937,935,85,Jun,2019
FARID Ahmed (117415),937,935,85,Jun,2019
AL KHARUSI Al Julanda (122190),937,935,85,Jun,2019
SHARAFELDIN Ahmed (131391),937,935,85,Jun,2019
ZAYED Ahmed (105718),937,935,85,Jun,2019
KORDOUTIS Dimitris (123196),937,935,85,Jun,2019
PALACIOS Daniel (123257),937,935,85,Jun,2019
KHADER Khaled (122800),937,935,85,Jun,2019
HOSHI Shota (133351),937,,85,Jun,2019
HUANG Yu-Jen (134022),937,,85,Jun,2019
SLATINSEK Uros (108758),937,,85,Jun,2019
KOH Dominic Song Jun (133853),937,,85,Jun,2019
TEPIC Pero (131126),937,,85,Jun,2019
PUTHIKUNGASERN Veerapat (122332),959,1047,80,Jun,2019
RODRIGUEZ Ingi Darvis (134200),960,952,75,Jun,2019
SAGYNDYKOV Talant (144104),960,953,75,Jun,2019
STACEY Joshua (123766),960,954,75,Jun,2019
NEGARA Muhammad (122299),963,916,70,Jun,2019
BATKHISHIG Bilegt (114622),963,955,70,Jun,2019
VONGDALASINH Seng Arthid ^^ (135535),963,956,70,Jun,2019
LAGHA Chouayb (120018),963,956,70,Jun,2019
SHAFFAN Mohamed (134910),963,956,70,Jun,2019
PUANGTHIP Sirawit (120928),963,956,70,Jun,2019
ENKHBAT Lkhagvasuren (105508),963,956,70,Jun,2019
ASARES Rafael (120053),970,962,65,Jun,2019
SIMONET Nicolas (122012),970,962,65,Jun,2019
LIMANIS Kristaps (137867),970,962,65,Jun,2019
PAPADAKIS Ioannis (115079),970,962,65,Jun,2019
ROMEU Emilio (118766),970,962,65,Jun,2019
SANGPAO Komgrit (120927),970,1085,65,Jun,2019
KOTOV Anton (120978),970,,65,Jun,2019
DUFFOO Felipe (122610),970,,65,Jun,2019
KIM Jaeyun (144815),970,,65,Jun,2019
BACIOCCHI Alessandro (114865),970,,65,Jun,2019
BANEK Mario (122110),970,,65,Jun,2019
FUCEC Luka (112452),970,,65,Jun,2019
PAULIN Erik (118928),970,,65,Jun,2019
ZELKO Damjan (120158),970,,65,Jun,2019
GRAMPOVCNIK Miha (132901),970,,65,Jun,2019
HORVAT Mitja (103697),970,,65,Jun,2019
REPNJAK Matevz (136216),970,,65,Jun,2019
LEE Jeongho (131417),970,,65,Jun,2019
BALUSURI Varun Shanker (144716),970,,65,Jun,2019
RAGNI Lorenzo ^ (107658),970,,65,Jun,2019
NOVAK Andraz (136215),970,,65,Jun,2019
SAMRANVONG Wattanachai (134851),970,,65,Jun,2019
LEE Junmin (144821),970,,65,Jun,2019
NOVAK Tilen (116559),970,,65,Jun,2019
AVBELJ Andraz (100759),970,,65,Jun,2019
PENG Chih (133829),970,,65,Jun,2019
MARTINEK Luka (122061),970,,65,Jun,2019
KOLODZIEJCZYK Maciej (122064),970,,65,Jun,2019
KIM Hyunso (133701),970,,65,Jun,2019
HO Sangyeon (144823),970,,65,Jun,2019
LORENTZ Romain (111020),1000,968,60,Jun,2019
KIM Minseok (111791),1001,969,57,Jun,2019
MENAND Remi (122094),1002,972,46,Jun,2019
ZHU Linfeng (117887),1003,326,45,Jun,2019
GOULD Benjamin (119951),1003,974,45,Jun,2019
SPELBUS Florin (120155),1003,,45,Jun,2019
MOSCOSO Heber (106366),1006,621,42,Jun,2019
ULUCAK Batuhan (119584),1007,975,38,Jun,2019
NYOH OFON Derek (131477),1007,976,38,Jun,2019
SEO Junghwa (108471),1009,487,35,Jun,2019
PANG Xue Jie (111669),1010,981,25,Jun,2019
MENGE Gencay (106049),1010,982,25,Jun,2019
LASHIN El-Sayed (105082),1010,982,25,Jun,2019
HO Bryan (119666),1010,984,25,Jun,2019
SALAMEH Mohammad (118802),1010,985,25,Jun,2019
TOWNSEND Wade (109521),1010,985,25,Jun,2019
HEANG Tin Ngai (122812),1010,985,25,Jun,2019
PROANO Ivan (112488),1010,985,25,Jun,2019
